ASN,name,domains
AS17635,AS17635 Emerge Technologies Pty Ltd,11
AS207112,"AS207112 REN - Rede Energeticas Nacionais, S.A. ",11
AS202233,AS202233 GLOBAL TELESAT S.L,11
AS47763,AS47763 Avtosoyuz Plus Ltd.,11
AS137694,AS137694 CHINATELECOM Xinjiang Kezhou MAN network,11
AS61140,AS61140 GRINN Corporation CJSC,11
AS39673,AS39673 Krzysztof Krych trading as Nakigoto,11
AS205516,AS205516 DALANET LLP,11
AS21749,"AS21749 Alberici Group, Inc. ",11
AS395754,"AS395754 Ask.FM West, Inc ",11
AS48048,"AS48048 INDRA SISTEMAS, S.A. ",11
AS43133,AS43133 PRIMARY NETWORK LLC,11
AS48928,AS48928 U.M. 0296 BUCURESTI,11
AS11863,AS11863 Pacific Lutheran University,11
AS20348,AS20348 OFS Brands Holdings Inc,11
AS21789,"AS21789 Lowe's Companies, Inc. ",11
AS36785,AS36785 Triplefin LLC,11
AS137311,AS137311 PT. KINEZ CREATIVE SOLUTIONS,11
AS42734,AS42734 Playtime LTD,11
AS262753,AS262753 VOCE TELECOMUNICACOES LTDA,11
AS28426,AS28426 VAMRA COMUNICACIONES S.A. DE C.V.,11
AS53947,AS53947 Children's National Medical Center,11
AS135409,AS135409 Kacific Broadband Satellites Pte Ltd,11
AS33924,AS33924 Pronet sh.p.k.,11
AS51552,AS51552 Gorinfoset Ltd.,11
AS264837,"AS264837 CORPORACION VISUAL NUEVA ESPARTA, C.A ",11
AS207447,AS207447 OOO Smart Technologies,11
AS39256,AS39256 FANNET TELECOM LLC,11
AS33391,AS33391 SECURITY FINANCE CORPORATION OF SPARTANBURG,11
AS203554,AS203554 Louis Vuitton Malletier SA,11
AS263090,AS263090 m.n. dos santos informatica,11
AS39621,AS39621 Stream UK Media Services Limited,11
AS34379,AS34379 OOO Telecomunikacionnye Nezavisimye Systemy,11
AS18322,AS18322 KUMHO TIRE,11
AS49311,AS49311 Regional TeleSystems Ltd.,11
AS25174,AS25174 Osokorky Online LLC,11
AS395677,AS395677 GTAA,11
AS53064,AS53064 Curupira S/A,11
AS34771,AS34771 Megaseti Ltd.,11
AS133988,AS133988 Triple Link Pvt. Ltd.,11
AS136247,AS136247 Victoria University,11
AS54583,AS54583 American College of Surgeons,11
AS44086,AS44086 Tonetic Group S.A.,11
AS9399,AS9399 Fronde Systems Group Ltd,11
AS44122,AS44122 LLC PORTMONE,11
AS265292,AS265292 Ava Telecomunicações LTDA,11
AS14841,AS14841 AIRWAVE BROADBAND WIRELESS. INC.,11
AS16803,"AS16803 Myakka Technologies, Inc. ",11
AS35410,AS35410 OOO Nord-telecom,11
AS395376,AS395376 Sierra Management Corporation,11
AS16835,"AS16835 CenturyLink Communications, LLC ",11
AS49679,"AS49679 Megamarket, ltd ",11
AS16299,AS16299 XFERA Moviles S.A.,11
AS198417,AS198417 DSM Grup Danismanlik Iletisim ve Satis Ticaret Anonim Sirket,11
AS135449,AS135449 PT. Broadband Indonesia Pratama,11
AS60058,"AS60058 ""IT Osoba"" LLC ",11
AS203828,AS203828 DSS OPERATOR SPOLKA AKCYJNA,11
AS12756,AS12756 INFOCOM Plc.,11
AS62092,AS62092 NTS NETWORK SPA,11
AS198463,AS198463 On 1 Call Support AB,11
AS28595,AS28595 GetNet Adquirência e Serviços para Meios de Pagame,11
AS132167,AS132167 OOREDOO MYANMAR,11
AS204708,AS204708 Midway's Network,11
AS396063,AS396063 Avent Cloud Inc,11
AS26269,AS26269 Haefele Connect,11
AS203715,AS203715 Isavia ohf,11
AS36336,"AS36336 Natixis Advisors, L.P. ",11
AS27360,AS27360 Kwik Trip Inc.,11
AS197018,AS197018 ANO MJK Telecom,11
AS44482,AS44482 TOV TK Zurbagan,11
AS210188,AS210188 Sushi Master Center Ltd.,11
AS327932,AS327932 CONNECTIS-DATA ANGOLA LDA,11
AS50802,AS50802 Bogorodskoe Information Systems Ltd,11
AS3312,AS3312 IT Energy Service,11
AS41272,AS41272 MOSELLE TELECOM,11
AS196990,AS196990 Shawbrook Bank Limited,11
AS60818,AS60818 Scientific-production Association Telemetry LLC,11
AS265081,AS265081 Carlessi Comércio e Soluções de Internet LTDA ME,11
AS13225,AS13225 Renaissance Capital Financial Consultant OOO,11
AS48503,AS48503 Mobile Telecom-Service LLP,11
AS23365,"AS23365 DialogTech, Inc. ",11
AS33067,"AS33067 Classic South Communications, L.L.C. ",11
AS394656,AS394656 Canaveral Port Authority,11
AS13896,AS13896 FUZE INC,11
AS6946,AS6946 American Messaging Services L.L.C.,11
AS14967,AS14967 North Memorial Health Care,11
AS52682,AS52682 W3 MEGA,11
AS208580,AS208580 Mikkel Nielsen,11
AS50401,AS50401 LANTRACE LLC,11
AS203674,AS203674 RocketTelecom LLC,11
AS19233,AS19233 Dialogix Telecom,11
AS199345,AS199345 Peter Persson,11
AS136982,AS136982 Integranet Network Services,11
AS11602,AS11602 South Dakota School of Mines & Technology,11
AS49863,AS49863 Lite-Telecom Limited,11
AS27828,AS27828 UNIVERSIDAD MAYOR DE SAN ANDRES,11
AS51038,AS51038 Hospices civils de Lyon,11
AS31805,AS31805 Answer Financial Inc.,11
AS8942,AS8942 Costar UK Limited,11
AS60901,AS60901 SC BFF Media Edit Press SRL,11
AS9863,AS9863 Teachiworld Auto Insurance,11
AS202050,AS202050 STIMO Sp. z o.o.,11
AS139536,AS139536 Libsys Limited,11
AS22928,AS22928 CMR LLC,11
AS396240,AS396240 American Hotel Register Co.,11
AS16705,AS16705 TeleCayman,11
AS50775,AS50775 OOO 24 chasa TV,11
AS202141,AS202141 Mega-Net Markwas Marek,11
AS26552,"AS26552 Promontory Interfinancial Network, LLC ",11
AS16482,AS16482 Flexential Corp.,11
AS397484,AS397484 Centre WISP Venture Company,11
AS47809,AS47809 Private Enterprise Matsak Ivan Anatolievich,11
AS197152,AS197152 SimStar LLC,11
AS205319,"AS205319 Insead Association declaree, ",11
AS201533,AS201533 United Networks SE,11
AS3586,AS3586 University of the West Indies,11
AS205913,AS205913 Diplomat d.o.o.,11
AS199728,AS199728 Data-Line LLC,11
AS28926,AS28926 Telenet LLC,11
AS208847,AS208847 Martin Fryzl,11
AS200745,AS200745 Urzad Miasta Boleslawiec,11
AS30569,AS30569 Creighton University,11
AS393732,AS393732 Bogdan Computer Services Inc.,11
AS8036,AS8036 University of Tulsa,11
AS54624,AS54624 Ellucian Company LP,11
AS204073,AS204073 Markus Jobst trading as Jobst e.K.,11
AS36704,AS36704 Colorado School of Mines,11
AS56855,AS56855 Ministry of Internal Affairs,11
AS62405,"AS62405 Brouzdal, s.r.o. ",11
AS60162,AS60162 LLC IMT,11
AS263554,AS263554 PERSIO SGUBIN JR. & CIA. LTDA. - BLACK WINDOW INTE,11
AS40725,"AS40725 Universal Connectivity, Inc. ",11
AS198910,AS198910 NETPAK Piotr Kubicki,11
AS36391,AS36391 TRIUMF (Tri-University Meson Facility),10
AS207744,AS207744 MEGALINK LLC,10
AS55982,"AS55982 Changhong IT information Products CO.,LTD. ",10
AS203364,AS203364 POG NET Jozef Lipka,10
AS29186,AS29186 LLC Rivne Telecom,10
AS36016,AS36016 CommZoom LLC,10
AS198840,AS198840 Nynas Stadsnat AB,10
AS24565,"AS24565 NetCraft Australia Pty Ltd, Systems Integrator, Adelaide ",10
AS132429,AS132429 Digicel Vanuatu LTD,10
AS46790,AS46790 Providence Health & Services,10
AS137590,AS137590 Ua E Governance In Pmu,10
AS36920,AS36920 KKON Technologies Ltd,10
AS203890,AS203890 Krakowski Park Technologiczny Sp ZOO,10
AS26823,AS26823 First International Bank & Trust,10
AS28148,AS28148 Safeweb Segurança da Informação Ltda,10
AS46454,AS46454 WCS,10
AS41356,AS41356 Spoldzielnia Mieszkaniowa w Grudziadzu,10
AS3397,AS3397 Xplornet Communications Inc.,10
AS18283,AS18283 Fureai Channel Inc.,10
AS17601,AS17601 KOREA CREDIT GUARANTEE FUND,10
AS198712,AS198712 JSC Intervale,10
AS43812,AS43812 Elfimov Sergey Ivanovich PE,10
AS16478,AS16478 Colonial IU 20,10
AS4672,"AS4672 IBM Japan, Ltd. ",10
AS46587,AS46587 Cerberus Capital Management LP,10
AS20609,AS20609 KAZA.cz s.r.o.,10
AS57665,AS57665 EVIO Polska Sp. z o.o.,10
AS36589,AS36589 BARNES & NOBLE COLLEGE BOOKSELLERS,10
AS55311,AS55311 LienViet Post Joint stock Commercial Bank,10
AS49265,AS49265 Cooperativa Sociale Galileo A.r.l.,10
AS60075,AS60075 Gorodok Ltd.,10
AS201522,AS201522 UB330.net d.o.o.,10
AS202657,AS202657 Pavel Jochim,10
AS262643,AS262643 BRC TELECOMUNICACOES EIRELI,10
AS51860,"AS51860 OJSC the state joint-stock company ""All-Russian Exhibition Center"" ",10
AS59171,AS59171 Matrix Tech Labs,10
AS203251,AS203251 Alchemy Systems International Limited,10
AS45197,"AS45197 Boonthavorn Co., Ltd. ",10
AS52777,AS52777 BR27 Serviços de Tecnologia Ltda.,10
AS55046,AS55046 National Government Services,10
AS57158,"AS57158 GRAPE SC, a.s. ",10
AS47530,AS47530 Novokuznetsk Telecom Ltd,10
AS13095,AS13095 PJSC Vimpelcom,10
AS17368,"AS17368 Towerstream I, Inc. ",10
AS60200,AS60200 Victor Connect Ltd.,10
AS42909,AS42909 Community DNS Limited,10
AS263455,AS263455 Eletron Luz - Solucoes em Tecnologia,10
AS30220,AS30220 SWWC Service Cooperatives,10
AS59679,AS59679 Agenstvo po rasprostraneniu zarubejnih izdaniy OJSC,10
AS27376,"AS27376 Mazda Motor of America, Inc. d/b/a Mazda North American Operations ",10
AS266647,AS266647 I360 Solucoes para Interacao e Com. Corp. Ltda,10
AS135142,AS135142 Enigma Solutions Limited,10
AS13260,"AS13260 SKUBA, UAB ",10
AS209169,AS209169 croit GmbH,10
AS132713,AS132713 Virgin Australia Airlines Pty Ltd,10
AS48598,AS48598 Norigin Media AS,10
AS21649,"AS21649 VIETV Houston, LLC ",10
AS18824,AS18824 Plains Cotton Cooperative Association,10
AS24599,AS24599 Joint-Stock Company MirTeleCom of name E.K. Pervishin,10
AS47782,AS47782 FastNet Ltd.,10
AS40047,AS40047 Intermediate Unit 1,10
AS29388,AS29388 Best Telecom ISP,10
AS203920,AS203920 MM Brown Polska Sp. z o.o.,10
AS43894,AS43894 Oracle Svenska AB,10
AS22487,AS22487 Valencia College,10
AS16349,AS16349 Fon Wireless LTD,10
AS14303,AS14303 City of Memphis,10
AS394488,AS394488 Bergen County Vocational Technical School District,10
AS202650,AS202650 Sarkisov-Y-L,10
AS43756,AS43756 IML Motori SpA,10
AS207004,AS207004 Entitas d.o.o.,10
AS265202,AS265202 CONSELHO REGIONAL DE MEDICINA - SP,10
AS34904,AS34904 SC GEDERAMI SRL,10
AS12402,AS12402 University of Piraeus,10
AS199222,AS199222 JANTAR Sp zoo,10
AS13783,AS13783 Radford University,10
AS27845,AS27845 Empresa de Recursos Tecnologicos S.A E.S.P,10
AS11392,AS11392 Nosis Laboratorio de Investigación y Desarrollo S.A.,10
AS56947,AS56947 LLC Cifrovie Seti Urala,10
AS63498,AS63498 PT. SURYAPUTRA ADIPRADANA,10
AS133314,AS133314 Bubble Server LLP.,10
AS19119,AS19119 Rollins College,10
AS60932,AS60932 DADE PARDAZAN AVAYE BANDAR COMPANY,10
AS196641,AS196641 Federal Unitary State Enterprise General Radio Freqency Centre,10
AS197087,AS197087 Kielecki Park Technologiczny,10
AS16572,AS16572 AT&T Mobility LLC,10
AS198664,AS198664 Systemat Digital Hub S.A.,10
AS48911,AS48911 SVR LTD,10
AS34065,AS34065 Individual Entrepreneur Tetiana Markova,10
AS41617,AS41617 CJSC IFC Solid,10
AS50082,AS50082 Closed Joint Stock Company Eureca,10
AS59516,"AS59516 Lanamar, Ltd. ",10
AS59509,"AS59509 LLC ""Resource-Media Company"" ",10
AS57647,AS57647 Baupartner S.R.L.,10
AS62674,"AS62674 Lonsdale Telephone Company, INC ",10
AS54567,AS54567 Roland DGA Corporation,10
AS196938,AS196938 Krastelecom Ltd,10
AS203055,AS203055 Datacenter Luxembourg S.A.,10
AS21113,AS21113 Hilti AG,10
AS56641,AS56641 ANIMA SGR S.P.A.,10
AS197600,AS197600 MEDIA-PRESS.TV S.A.,10
AS9494,AS9494 National Infomation Society Agency,10
AS51322,AS51322 Advantage Software Factory SRL,10
AS328374,AS328374 The SPAR Group Ltd,10
AS57420,AS57420 LLC Foratelecom,10
AS52016,AS52016 JSC ADFACT,10
AS63483,AS63483 Skynet,10
AS22320,AS22320 Miami Valley Educational Computer Association,10
AS48698,AS48698 Net IP Ltd.,10
AS394053,AS394053 National Association of Insurance Commissioners,10
AS22746,"AS22746 Lincoln County Telephone System, Inc. ",10
AS21156,AS21156 SIA Datagrupa.lv,10
AS133501,AS133501 QCS Group,10
AS197969,AS197969 Federal State Unitary Enterprise Morsviazsputnik,10
AS41483,AS41483 Telia Norge AS,10
AS1443,"AS1443 CooperVision, Inc. ",10
AS17206,AS17206 Mountain America Credit Union,10
AS209160,AS209160 Miti 2000 EOOD,10
AS17188,AS17188 Lilani Enterprises Inc.,10
AS50713,AS50713 LLC Forward Telecom LTD,10
AS22137,"AS22137 Blood Center of Wisconsin, Inc. ",10
AS39727,AS39727 ZZI d.o.o.,10
AS203730,AS203730 SVIAZINVESTREGION LLC,10
AS9910,AS9910 RemoteISP Pty Ltd,10
AS25673,"AS25673 Cellnet Innovations, Inc. ",10
AS57677,"AS57677 SINTELEC INFORMATICA, S.L. ",10
AS41358,AS41358 Adamed Sp. z o.o.,10
AS33392,AS33392 Dauphin Telecom,10
AS35042,AS35042 IP Interactive UG (haftungsbeschraenkt),10
AS197656,AS197656 ATENA Uslugi Informatyczne i Finansowe S.A.,10
AS31746,AS31746 Franklin and Marshall College,10
AS206632,AS206632 Urzad Marszalkowski Wojewodztwa Dolnoslaskiego,10
AS35958,AS35958 MCCARRAN INTERNATIONAL AIRPORT,10
AS263258,AS263258 INTERLIG TELECOM,10
AS26503,"AS26503 Phone.com, Inc. ",10
AS204964,AS204964 VERCOM S.A.,10
AS263401,AS263401 PopFibra Internet Ltda,10
AS397964,AS397964 Hyve Managed Hosting Corp Inc,10
AS9862,AS9862 GORayNet,10
AS56800,AS56800 LAST MILE spol. s r.o.,10
AS60441,AS60441 ELITKOM Ltd.,10
AS201743,AS201743 Oktawave Sp. z o.o.,10
AS35396,AS35396 Amt fur Informatik des Kantons Graubuenden,10
AS38147,AS38147 PT. Inova Duapuluh Duapuluh,10
AS264830,"AS264830 Coop. de Luz y Fuerza Eléct. Industria y Otros Serv. Públicos,Vivienda y Crédito de Punta Alta Ltda ",10
AS139947,AS139947 PT Sumber Teknologi Sejahtera,10
AS37190,AS37190 Atlantique Telecom (Cote d'Ivoire),10
AS25769,AS25769 Garden Valley Telephone Company,10
AS34506,AS34506 Dagrofa Logistik a/s,10
AS17866,AS17866 Korea Institute of Science and Technology,10
AS34682,AS34682 KOMPLEKTORG OOO,10
AS197375,AS197375 SIMANT Szymon Balart,10
AS47023,AS47023 NOR NET COMMUNICATIONS LTD,10
AS24954,AS24954 HAVAS S.A.,10
AS25787,AS25787 Rowe Wireless Networks LLC,10
AS202758,AS202758 OOO Impulse,10
AS22476,AS22476 Communication Nunetworx Inc.,10
AS204130,"AS204130 DLV, sia ",10
AS3274,AS3274 Cygate Oy,10
AS24982,AS24982 BankMed sal,10
AS131716,AS131716 PT. Bens Data Solusi,10
AS396414,"AS396414 Hacking & Coffee, LLC ",10
AS266047,AS266047 Chapnet Serviços de Comunicação Ltda,10
AS55077,AS55077 LIGHT SPEED TECHNOLOGIES LLC,10
AS57988,AS57988 Foton Company Ltd,10
AS35207,AS35207 Stellar PCS GmbH,10
AS18855,AS18855 AWC Inc.,10
AS135900,AS135900 HaNoi State data center,10
AS31224,AS31224 PJSC MegaFon,10
AS198292,AS198292 GO Internet S.p.A,10
AS395556,AS395556 d/b/a Ingram Micro Mobility,10
AS52422,AS52422 Velco Globalnetwork,10
AS35407,"AS35407 ""Santa Monica Networks"" SIA ",10
AS197374,AS197374 USM Management Cyprus Limited,10
AS42638,AS42638 Enkeltmandsvirksomhed Netvaerkssmeden,10
AS13480,"AS13480 Ongoing Operations, LLC ",10
AS14437,AS14437 C&S WHOLESALE GROCERS INC.,10
AS41305,AS41305 UkrNet Fastiv Region LTD,10
AS50242,"AS50242 LEVONET, s.r.o. ",10
AS40917,AS40917 Autotask Corporation,10
AS27403,AS27403 Apache County Schools Superintendents Office,10
AS15088,AS15088 First Network Group Inc,10
AS203886,AS203886 TOO Davion,10
AS395473,AS395473 IBM,10
AS49617,AS49617 CrimeaCom South LLC,10
AS29995,"AS29995 2nd Story Software, Inc. ",10
AS10050,AS10050 The National Library of Korea,10
AS136823,AS136823 PT. Arka Data Primatama,10
AS47408,AS47408 Mandarin S.p.A.,10
AS262949,AS262949 ICONE TELECOM,10
AS209797,AS209797 Mangold Fondkommision AB,10
AS262375,AS262375 Data Info Comercio e Servico Ltda.,10
AS27289,AS27289 CLEO COMMUNICATIONS INC,10
AS41437,AS41437 KNAPP AG,10
AS31172,AS31172 QFast Telecom B.V.,10
AS197267,"AS197267 Retevision I, S.A. ",10
AS197999,AS197999 Michael Gamsjaeger PE,10
AS133860,AS133860 Transunion Cibil Limited,10
AS49371,AS49371 Shark Telecom LLC,10
AS397141,AS397141 VIS LLC,10
AS40664,AS40664 Compass Bank,10
AS42718,AS42718 STUPA Holding B.V.,10
AS328156,AS328156 Korbitec (PTY) LTD,10
AS196793,AS196793 Cloudmore AB,10
AS2187,AS2187 Renater,10
AS31574,AS31574 Bankgirocentralen BGC AB,10
AS199980,AS199980 Bartosz Kucmin trading as IVENDO,10
AS40598,AS40598 British Columbia Frequency Modulation Communications Association,10
AS395593,AS395593 Woodruff Arts Center,10
AS1638,AS1638 Mott Community College,10
AS23555,AS23555 Shinhan Bank,10
AS23483,AS23483 Shasta County Office of Education,10
AS24375,"AS24375 Liberty Financial Pty Ltd, Financial Services, ",10
AS45912,AS45912 Indue Limited,10
AS52530,AS52530 Editora Atica S/A,10
AS262502,AS262502 FLYLink Telecom,10
AS200497,AS200497 WAVECOM SRL,10
AS39867,AS39867 Interconnect Ltd.,10
AS15182,AS15182 RoadRunner,10
AS54973,AS54973 Sacred Heart University,10
AS23681,AS23681 Paradox Digital ASN on behalf of IT Universe.,10
AS18818,AS18818 LSU Health Sciences Center - Shreveport,10
AS265114,AS265114 CAMALEÃO NETWORK LTDA,10
AS18907,AS18907 Colovore LLC,10
AS44980,AS44980 Paul Cairney,10
AS48934,AS48934 Eclair Media SAS,10
AS55834,AS55834 NBN Co LTD,10
AS205869,AS205869 GASCADE Gastransport GmbH,10
AS206159,AS206159 Verkehrsauskunft Oesterreich VAO GmbH,10
AS6955,AS6955 D&H Distributing Company,10
AS52661,AS52661 Oliveira e Andrade Informática LTDA,10
AS25978,AS25978 Rush University Medical Center,10
AS196914,AS196914 Don-plus LTD,10
AS63003,AS63003 Infra-Solutions inc.,10
AS327806,AS327806 CENTRO NACIONAL DAS TECNOLOGIAS DE INFORMACAO,10
AS29903,AS29903 Washington Research Library Consortium,10
AS15147,AS15147 DEPARTMENT OF HOMELAND SECURITY,10
AS41403,AS41403 JSC ER-Telecom Holding,10
AS27987,AS27987 NODOCOOP Federación de Cooperativas Ltda.,10
AS43586,AS43586 UAB Porenta,10
AS201574,AS201574 LATVIJAS LOTO VAS,10
AS1215,AS1215 Oracle Corporation,10
AS9339,AS9339 CSLOXINFO,10
AS207054,AS207054 DB Network di Sgambaro Gionata,10
AS198868,AS198868 BGTEL OOD,10
AS50212,AS50212 RCL CJSC,10
AS200711,AS200711 Telia Inmics-Nebula Oy,10
AS52579,AS52579 Noroestecom Telecomunicacoes Ltda,10
AS18927,"AS18927 Digitalrep, LLC ",10
AS396272,AS396272 Houston Texans,10
AS48000,AS48000 MTS PJSC,10
AS39431,AS39431 ArgoCom Ltd.,10
AS52720,AS52720 WEBFOCO TELECOMUNICACOES LTDA,10
AS268313,AS268313 Fernandes & Rodrigues Consultores Associados,10
AS20305,AS20305 Banco Rio de la Plata S.A.,10
AS206389,AS206389 Menno van Krimpen trading as Libernet,10
AS34855,AS34855 Stroy-Telecom LTD,10
AS21489,AS21489 The North Atlantic Treaty Organization,10
AS263373,AS263373 GigaNet Telecom,10
AS395999,"AS395999 Kimball International, Inc. ",10
AS38873,AS38873 Collinson International (Hong Kong) Limited,10
AS28233,AS28233 I-CONECTA REDES DE TELECOMUNICACAO EIRELI EPP,10
AS16759,AS16759 Southwest Airlines Co.,10
AS3165,AS3165 Przedsiebiorstwo Telekomunikacyjne LANET sp. z o.o.,10
AS202864,AS202864 COMAC MEDICAL,10
AS38797,AS38797 Internet Service Provider. Taiwan,10
AS51339,AS51339 'ARKTIKA GROUP' Ltd,10
AS18980,AS18980 Peace Health,10
AS16679,"AS16679 Wheeling Hospital, Inc. ",10
AS43638,AS43638 Infover Spolka Akcyjna,10
AS55552,AS55552 NETWORK-BOX-HK,10
AS44461,AS44461 Municipal Enterprise Main Information and Computing Centre,10
AS393710,AS393710 Webair Internet Development Company Inc.,10
AS11449,AS11449 Interactive Brokers LLC,10
AS29474,AS29474 Ghoti Limited,10
AS132639,AS132639 PT Integrasi Logistik Cipta Solusi,10
AS25872,AS25872 Rocky View Schools,10
AS50057,AS50057 Parvaz System Information Technology Company (Ltd),10
AS27573,AS27573 OKLAHOMA STUDENT LOAN AUTHORITY,10
AS43594,AS43594 Svyaz LLC,10
AS23034,AS23034 The Descartes Systems Group Inc.,10
AS265185,AS265185 VIANET LTDA ME,10
AS61023,AS61023 Worldcall,10
AS63950,AS63950 Jackie's Wholesale Nurseries Pty Ltd,10
AS57437,AS57437 ThyssenKrupp Business Services GmbH,10
AS38363,"AS38363 Shanghai Highway Information Technology Co.,Ltd ",10
AS5733,AS5733 Monroe County,10
AS14949,"AS14949 VSAT-Systems, LLC ",10
AS36677,AS36677 Katun Corporation,10
AS40586,AS40586 University of New Mexico Health Sciences Center,10
AS202667,AS202667 Klasztor OO Paulinow Jasna Gora,10
AS395513,AS395513 Woori America Bank,10
AS64479,AS64479 Next Generation Carrier Network (PTY) LTD,10
AS19629,"AS19629 CONSULTING RADIOLOGIST, LTD ",10
AS204341,AS204341 Purple Raccoon Ltd.,10
AS327969,AS327969 Arab Tunisian Bank,10
AS206346,"AS206346 ""Pan Telecom"" EOOD ",10
AS31861,AS31861 West Texas A&M University,10
AS52152,AS52152 Privredna banka Zagreb d.d.,10
AS24577,AS24577 Onefone SA,10
AS49936,AS49936 Behsa Communication & Development Co. (Ltd.),10
AS197442,AS197442 Nordic Telecom Regional s.r.o.,10
AS59492,AS59492 Media IT 27 LLC,10
AS49802,AS49802 Elaketurvakeskus,10
AS134509,AS134509 1-TO-ALL COMPANY LIMITED,10
AS52024,AS52024 KWIK-FIT (GB) Limited,10
AS197306,"AS197306 OJSC ""ICL-KME CS"" ",10
AS42790,AS42790 BRD-Groupe Societe Generale SA,10
AS265442,AS265442 VISUAL LINK COMUNICACOES MULTIMIDIA LTDA - ME,10
AS202073,AS202073 Itego a.s.,10
AS50017,AS50017 fux eG,10
AS43566,AS43566 tyntec GmbH,10
AS14639,AS14639 Allegiance Healthcare Corporation,10
AS270564,AS270564 Master Da Web,10
AS42482,AS42482 Informational-measuring systems Ltd.,10
AS26989,AS26989 H&R Block,10
AS18243,"AS18243 Shanghai EaseNet Network Technology Development Co.,Ltd ",10
AS132579,AS132579 Tonga Cable Limited,10
AS63733,AS63733 VIETNAM LEAGUE OF LEGENDS,10
AS28241,AS28241 Viaceu Internet Ltda,10
AS36701,AS36701 Stetson University,10
AS49177,AS49177 GROUPAMA SIGORTA A.S.,10
AS196944,AS196944 NIC Hosting s.r.o.,10
AS24488,AS24488 Accenture Australia Pty Ltd AS,10
AS34849,AS34849 Federal State Institution of Higher Professional Education Peoples Friendship University of Russia,10
AS55690,AS55690 PT Andira Infomedia,10
AS262676,AS262676 Intervip Networks Ltda.,10
AS42989,AS42989 m.it services & consulting UG(haftungsbeschraenkt),10
AS39266,AS39266 OSAO RESO-Garantia,10
AS60164,AS60164 Webtrekk GmbH,10
AS207228,AS207228 Uplink Ltd.,10
AS139427,AS139427 PT Lintas Persada Optika,10
AS53577,AS53577 Ursinus College,10
AS395282,AS395282 9512128 Canada Inc.,10
AS60390,AS60390 Orell Fuessli Dienstleistungs AG,10
AS131753,AS131753 CV. VERD,10
AS202590,AS202590 Edinburgh Hacklab Ltd,10
AS49026,AS49026 Wirehive Limited,10
AS36041,AS36041 Savannah College of Art and Design,10
AS24622,AS24622 BT Communications Ireland Limited,10
AS31807,"AS31807 RackAloha, LLC ",10
AS62432,AS62432 VilTel Ltd,10
AS262476,AS262476 PROVEDOR BRCENTRAL.NET LTDA,10
