Rank,ASN,Name,Country,Online,Offline,Average Reaction Time
305,AS47317,AS47317 WEB4CE webhosting,- CZ,0,3,"2 hours, 31 minutes"
306,AS132996,AS132996 THREESAINFOWAY-AS Threesa Infoway Pv ... ,- IN,0,1,"2 hours, 31 minutes"
307,AS47720,AS47720 CIX-AS,- IE,0,1,"2 hours, 31 minutes"
308,AS135880,AS135880 DEPTCULTUREANDARTS-AS-AP Department ... ,- AU,0,1,"2 hours, 34 minutes"
309,AS265679,AS265679 COOPERATIVA DE PROVISION DE SERVICIO ... ,- AR,0,1,"2 hours, 36 minutes"
310,AS47521,AS47521 IPHOST .GR IpDomain,- GR,0,2,"2 hours, 36 minutes"
311,AS34197,AS34197 SHRD-AS,- FR,0,1,"2 hours, 37 minutes"
312,AS200534,AS200534 MSERWIS-AS,- PL,0,2,"2 hours, 37 minutes"
313,AS44092,AS44092 HALSERVICE,- IT,0,1,"2 hours, 38 minutes"
314,AS23029,AS23029 ESTREET,- US,0,3,"2 hours, 38 minutes"
315,AS8190,AS8190 MDNX,- GB,0,1,"2 hours, 38 minutes"
316,AS137143,AS137143 MINNALNW-AS Minnal Digital Network P ... ,- IN,0,2,"2 hours, 38 minutes"
317,AS25098,AS25098 NETCALIBRE,- GB,0,1,"2 hours, 42 minutes"
318,AS138289,AS138289 SMARTNET-AS-IN Smart Choice Wireless ... ,- IN,0,1,"2 hours, 42 minutes"
319,AS39962,AS39962 PRETECS,- CA,0,2,"2 hours, 43 minutes"
320,AS135700,AS135700 NRDATASERVICE-AS N R DATA SERVICE PV ... ,- IN,0,1,"2 hours, 43 minutes"
321,AS44679,AS44679 BINBOX-GLOBAL-SERVICES,- RO,0,10,"2 hours, 45 minutes"
322,AS138246,AS138246 NETCLUES-AS-IN Netclues Technologies ... ,- IN,0,5,"2 hours, 46 minutes"
323,AS64073,AS64073 VETTA Vetta Online Ltd,- NZ,0,1,"2 hours, 47 minutes"
324,AS138014,AS138014 DAULATPUR1-AS-AP Daulatpur Online,- BD,0,2,"2 hours, 48 minutes"
325,AS265390,AS265390 Topnet Telecom Servicos LTDA ME,- BR,1,13,"2 hours, 48 minutes"
326,AS29396,AS29396 EUROFIBER-UNET EUROFIBER / UNET Netw ... ,- NL,0,2,"2 hours, 48 minutes"
327,AS37357,AS37357 SAINET,- ZA,0,1,"2 hours, 49 minutes"
328,AS43503,AS43503 HERBST-AS,- DE,0,1,"2 hours, 49 minutes"
329,AS63442,AS63442 SERVERFARM,- US,0,1,"2 hours, 49 minutes"
330,AS39238,"AS39238 OKBPROGRESS Moscow, Russia",- RU,0,1,"2 hours, 50 minutes"
331,AS41134,AS41134 CTC-OREL-AS,- RU,0,1,"2 hours, 50 minutes"
332,AS41678,AS41678 TIBUS,- GB,0,1,"2 hours, 54 minutes"
333,AS266269,AS266269 MV TELECOM,- BR,0,4,"2 hours, 54 minutes"
334,AS200826,AS200826 DAILY-SOL,- RO,0,1,"2 hours, 54 minutes"
335,AS45785,AS45785 TECHAVENUE-AP TechAvenue Malaysia,- MY,7,3,"2 hours, 54 minutes"
336,AS268753,AS268753 Florestawii Telecom Servicos de Comu ... ,- BR,0,1,"2 hours, 54 minutes"
337,AS264310,AS264310 MUNDIAL NET TELECOM - EPP,- BR,0,1,"2 hours, 55 minutes"
338,AS22750,AS22750 BCSNET,- ZA,0,1,"2 hours, 56 minutes"
339,AS267621,AS267621 IFIBER TELECOM,- BR,0,1,"2 hours, 56 minutes"
340,AS12150,AS12150 COTELCAM,- AR,2,1,"2 hours, 57 minutes"
341,AS6764,AS6764 PERFTECH-SLOVENIA-AS PERFTECHSI-AS,- SI,0,3,"2 hours, 57 minutes"
342,AS394256,AS394256 CLOUDSINGULARITY,- CA,0,1,"2 hours, 58 minutes"
343,AS36487,AS36487 NEB-SANDHILLS-NET,- US,0,1,"2 hours, 59 minutes"
344,AS138734,AS138734 BTELECOM-AS-IN Bakliwal Telecom Serv ... ,- IN,0,2,"3 hours, 1 minutes"
345,AS131584,AS131584 TAIFO-AS-TW Taiwan Intelligent Fiber ... ,- TW,0,2,"3 hours, 3 minutes"
346,AS133720,AS133720 SOFTCALLCOC-AS SOFT CALL CUST-O-CARE ... ,- IN,0,1,"3 hours, 3 minutes"
347,AS131299,AS131299 TNPL-AS-AP tornado net private limit ... ,- IN,0,1,"3 hours, 4 minutes"
348,AS43395,AS43395 ERTEBATAT-DOORBORD-FARS impot export ... ,- IR,0,1,"3 hours, 4 minutes"
349,AS132100,"AS132100 MSN-AS-AP Myanmar Speed Net Co.,Ltd",- MM,0,2,"3 hours, 5 minutes"
350,AS41055,AS41055 NOVA-SAT-AS,- RO,0,1,"3 hours, 7 minutes"
351,AS138901,AS138901 IDNIC-BLITARKAB-AS-ID Dinas Komunika ... ,- ID,0,1,"3 hours, 7 minutes"
352,AS30602,AS30602 ISPRIME,- US,0,5,"3 hours, 7 minutes"
353,AS267251,AS267251 TELEFONARNET TELECOMUNICACOES,- BR,0,4,"3 hours, 7 minutes"
354,AS267050,AS267050 REDE & INFORMATICA LTDA - ME,- BR,0,2,"3 hours, 7 minutes"
355,AS264938,AS264938 Online TELECOM,- BR,0,2,"3 hours, 8 minutes"
356,AS37347,AS37347 NGCOM,- NG,0,1,"3 hours, 9 minutes"
357,AS55106,AS55106 DATACATE-AS1,- US,0,6,"3 hours, 11 minutes"
358,AS61347,AS61347 KAREL,- TR,0,1,"3 hours, 12 minutes"
359,AS268164,AS268164 ADRIANO CIRILO PASQUAL DONEDA EIRELI ... ,- BR,0,18,"3 hours, 12 minutes"
360,AS199096,AS199096 LOGOS-AS,- RU,0,2,"3 hours, 12 minutes"
361,AS133255,AS133255 ELXER-AS-IN Elxer Communications Pri ... ,- IN,0,1,"3 hours, 14 minutes"
362,AS135777,AS135777 NECONN-AS Shreenortheast Connect And ... ,- IN,0,10,"3 hours, 15 minutes"
363,AS31624,AS31624 VFMNL-AS Amsterdam Location BGP Setu ... ,- NL,0,2,"3 hours, 16 minutes"
364,AS199669,AS199669 ATLEX-AS,- RU,0,3,"3 hours, 16 minutes"
365,AS46179,AS46179 MEDIAFIRE,- US,0,3,"3 hours, 17 minutes"
366,AS19844,AS19844 GORACK,- US,0,1,"3 hours, 17 minutes"
367,AS207408,AS207408 SERVINGA-,- EE,0,14,"3 hours, 18 minutes"
368,AS266989,AS266989 ETH ENTERPRISE TECNOLOGIA LTDA,- BR,0,3,"3 hours, 19 minutes"
369,AS23888,AS23888 NTC-AS-AP National Telecommunication ... ,- PK,0,6,"3 hours, 20 minutes"
370,AS15566,AS15566 INFOTECHNA Budapest,- HU,0,3,"3 hours, 21 minutes"
371,AS40281,AS40281 QWKNET,- US,0,1,"3 hours, 23 minutes"
372,AS41108,AS41108 FIRSTROOT-AS,- DE,0,1,"3 hours, 25 minutes"
373,AS139735,AS139735 PACEIT1-AS-AP PACE IT,- BD,0,3,"3 hours, 26 minutes"
374,AS269237,AS269237 CarandaiNet Servicos de Internet Ltd ... ,- BR,0,2,"3 hours, 26 minutes"
375,AS17557,AS17557 PKTELECOM-AS-PK Pakistan Telecommuni ... ,- PK,0,9,"3 hours, 27 minutes"
376,AS54839,AS54839 EMPIRE,- US,0,9,"3 hours, 31 minutes"
377,AS11357,AS11357 INFO-IQTINC,- US,0,1,"3 hours, 31 minutes"
378,AS34058,AS34058 LIFECELL-AS,- UA,0,6,"3 hours, 31 minutes"
379,AS206804,AS206804 ESTNOC-AS,- PL,0,203,"3 hours, 32 minutes"
380,AS100,AS100 FMC-CTC,- BR,0,4,"3 hours, 32 minutes"
381,AS14745,AS14745 INTERNAP-BLOCK-4,- US,0,12,"3 hours, 32 minutes"
382,AS10480,AS10480 RA-N002,- US,0,1,"3 hours, 33 minutes"
383,AS270486,AS270486 NETWORKS INFORMATICA,- BR,0,15,"3 hours, 35 minutes"
384,AS138997,AS138997 EDCL-AS-AP Eons Data Communications ... ,- HK,0,1,"3 hours, 36 minutes"
385,AS20453,AS20453 RCCI-WIRELESS,- CA,0,2,"3 hours, 36 minutes"
386,AS397031,AS397031 GALAXYGATE,- US,0,22,"3 hours, 37 minutes"
387,AS60422,AS60422 PH-AS,- DK,0,1,"3 hours, 38 minutes"
388,AS262282,AS262282 MARIA LUCIANA MACHADO E CIA LTDA-ME,- BR,0,2,"3 hours, 39 minutes"
389,AS132770,AS132770 GAZON-AS-IN Gazon Communications Ind ... ,- IN,0,1,"3 hours, 39 minutes"
390,AS61714,AS61714 Core3 Solucoes em Tecnologia EIRELLI ... ,- BR,0,1,"3 hours, 39 minutes"
391,AS22808,AS22808 RESOURCES-22808,- US,0,1,"3 hours, 40 minutes"
392,AS133648,AS133648 MAGNUSTELELINKS-AS-IN MNR Broadband ... ,- IN,0,12,"3 hours, 41 minutes"
393,AS44964,AS44964 DAPL DATAPLANET Ltd.,- RU,0,2,"3 hours, 42 minutes"
394,AS267223,AS267223 INFORTECH TELECOMUNICACAO EIRELI - M ... ,- BR,0,6,"3 hours, 44 minutes"
395,AS265140,AS265140 DUPONT & SCHWANKE LTDA,- BR,0,1,"3 hours, 45 minutes"
396,AS132376,"AS132376 BASKETASIA-AS-AP BasketAsia, Sdn. Bh ... ",- MY,0,1,"3 hours, 46 minutes"
397,AS38932,AS38932 RIMEX,- BG,0,1,"3 hours, 47 minutes"
398,AS61251,AS61251 HOST4BIZ-AS,- PL,0,3,"3 hours, 49 minutes"
399,AS133970,AS133970 TYCOON-AS-IN Tycoon Computers Pvt. L ... ,- IN,0,1,"3 hours, 49 minutes"
400,AS203392,AS203392 AYANDEHGOSTAR,- IR,0,2,"3 hours, 49 minutes"
401,AS135936,AS135936 AIPACIFIC-AS-VN LABO A&B Joint Stock ... ,- VN,0,1,"3 hours, 50 minutes"
402,AS16206,AS16206 ABRARED (NEUTRA NETWORK SERVICES),- ES,0,2,"3 hours, 51 minutes"
403,AS16353,AS16353 MERULA UK Routing,- NL,0,6,"3 hours, 51 minutes"
404,AS41822,AS41822 TNGS-NORTH-AS,- RU,0,4,"3 hours, 51 minutes"
405,AS11572,AS11572 SS-ATL,- US,0,9,"3 hours, 52 minutes"
406,AS394949,AS394949 FUSED,- US,0,2,"3 hours, 52 minutes"
407,AS53764,AS53764 DMWIRELESS,- PR,0,1,"3 hours, 52 minutes"
408,AS9066,AS9066 BCC Hinter dem Turme 12,- DE,0,1,"3 hours, 53 minutes"
409,AS138359,AS138359 DATAKL-MY DataKL Solutions Sdn Bhd,- MY,0,18,"3 hours, 55 minutes"
410,AS36221,AS36221 ESOSOFT,- US,0,1,"3 hours, 56 minutes"
411,AS45588,AS45588 BTCL-ISP-AS Bangladesh Telecommunica ... ,- BD,0,8,"3 hours, 56 minutes"
412,AS36143,AS36143 IW-AWI-ASN,- US,0,1,"3 hours, 58 minutes"
413,AS56089,AS56089 OFFRATEL-AS-AP OFFRATEL,- NC,0,2,"3 hours, 58 minutes"
414,AS17583,AS17583 KCNNET-AS-KR Keumgang Cable Network,- KR,0,1,"3 hours, 59 minutes"
415,AS33361,AS33361 THEWIRE,- CA,0,1,"4 hours, 0 minutes"
416,AS12731,AS12731 IPHH IPHH Internet Port Hamburg GmbH ... ,- DE,0,1,"4 hours, 1 minutes"
417,AS1213,AS1213 HEANET,- IE,0,1,"4 hours, 3 minutes"
418,AS9036,AS9036 NEURONNEXION-AS,- FR,0,2,"4 hours, 7 minutes"
419,AS134877,AS134877 SRIVARI-AS Sri Vari Network Private ... ,- IN,0,11,"4 hours, 7 minutes"
420,AS136357,AS136357 SIDDIQUI-AS-IN Siddiqui Global Servi ... ,- IN,0,18,"4 hours, 9 minutes"
421,AS263055,AS263055 Pinhais Net Telecom Comercio e Servi ... ,- BR,0,1,"4 hours, 9 minutes"
422,AS2732,AS2732 VALLIANT-TEL,- US,0,1,"4 hours, 9 minutes"
423,AS210075,AS210075 PL-GUMIS-AS,- PL,0,1,"4 hours, 15 minutes"
424,AS45455,"AS45455 TH-2S1N-AP Two S One N Co Ltd, Inter ... ",- TH,0,1,"4 hours, 15 minutes"
425,AS197078,AS197078 YARNET-AS,- RU,0,1,"4 hours, 16 minutes"
426,AS6429,AS6429 Telmex Chile Internet S.A.,- CL,0,2,"4 hours, 16 minutes"
427,AS208161,AS208161 PARSVDS,- IR,0,26,"4 hours, 17 minutes"
428,AS40900,AS40900 NTHL,- US,0,1,"4 hours, 18 minutes"
429,AS20836,AS20836 CDLAN-AS Milano,- IT,0,2,"4 hours, 19 minutes"
430,AS29527,AS29527 ASTUTIUM-AS Astutium Limited,- GB,0,2,"4 hours, 23 minutes"
431,AS263955,AS263955 ANTONIO FERNANDO DE SOUZA CASAS - ME ... ,- BR,0,8,"4 hours, 24 minutes"
432,AS266321,AS266321 Joao Pinoti dos Santos-ME,- BR,0,42,"4 hours, 25 minutes"
433,AS269318,AS269318 Silva Poltronieri e Poltronieri LTDA ... ,- BR,0,2,"4 hours, 26 minutes"
434,AS136746,AS136746 XRCLOUDNETINC-AS-AP XRCLOUD.NET INC. ... ,- US,0,1,"4 hours, 26 minutes"
435,AS197343,AS197343 TRLCO,- IR,0,1,"4 hours, 27 minutes"
436,AS135796,AS135796 WORLDINT-AS Worldnet Internet And Se ... ,- IN,0,3,"4 hours, 28 minutes"
437,AS45429,AS45429 CST-AS-AP CAMBODIAN SINGMENG TELEMED ... ,- KH,0,1,"4 hours, 28 minutes"
438,AS264863,AS264863 New Help Telecomunicacoes Ltda-Me,- BR,0,1,"4 hours, 28 minutes"
439,AS20847,AS20847 PREVIDER-AS,- NL,0,11,"4 hours, 29 minutes"
440,AS6405,AS6405 AIN,- US,0,37,"4 hours, 29 minutes"
441,AS3454,AS3454 Universidad Autonoma de Nuevo Leon,- MX,0,1,"4 hours, 29 minutes"
442,AS28886,AS28886 RETN-LV RETN Baltic SIA,- LV,0,1,"4 hours, 31 minutes"
443,AS22489,AS22489 ZCOLO-SAN01,- US,0,3,"4 hours, 34 minutes"
444,AS132986,AS132986 DDCPL-AS Digital Dreams Consulting P ... ,- IN,0,1,"4 hours, 34 minutes"
445,AS199480,AS199480 JAPO-AS,- FI,0,1,"4 hours, 35 minutes"
446,AS47987,AS47987 LOVESERVERS,- GB,0,1,"4 hours, 35 minutes"
447,AS33283,AS33283 MCSERVICES,- US,0,1,"4 hours, 35 minutes"
448,AS48490,AS48490 OPHOS,- FR,0,2,"4 hours, 36 minutes"
449,AS135201,AS135201 SIDDHBALI-AS-IN siddhbali infotech p ... ,- IN,0,2,"4 hours, 37 minutes"
450,AS56534,"AS56534 PIRIX-INET-AS PIRIX, St.Petersburg, ... ",- RU,0,29,"4 hours, 39 minutes"
451,AS4130,AS4130 UPITT-AS,- US,0,1,"4 hours, 41 minutes"
452,AS41562,"AS41562 HOST4ALL-AS Montreux, Switzerland",- CH,0,2,"4 hours, 41 minutes"
453,AS6,AS6 BULL-HN,- IN,0,3,"4 hours, 42 minutes"
454,AS34254,AS34254 HORNET-AS,- PL,0,1,"4 hours, 43 minutes"
455,AS131758,AS131758 NINGNET-AS-ID PT. Bali Ning,- ID,0,2,"4 hours, 45 minutes"
456,AS202796,AS202796 JSR-IT-BV,- NL,0,7,"4 hours, 46 minutes"
457,AS267387,AS267387 ARLEN HENRIQUE MATIAS DOS SANTOS NET ... ,- BR,0,1,"4 hours, 47 minutes"
458,AS200487,AS200487 OOOVPS-AS,- RU,0,9,"4 hours, 48 minutes"
459,AS29128,AS29128 DSIP-AS,- UA,0,7,"4 hours, 49 minutes"
460,AS34814,AS34814 DYTYNETS-AS,- UA,0,1,"4 hours, 49 minutes"
461,AS55140,AS55140 SHO-ME-TECHNOLOGIES,- US,0,1,"4 hours, 53 minutes"
462,AS202015,AS202015 HZ-US-AS,- US,0,5,"4 hours, 54 minutes"
463,AS17488,AS17488 HATHWAY-NET-AP Hathway IP Over Cable ... ,- IN,158,101'756,"4 hours, 54 minutes"
464,AS61658,AS61658 BALSAS NET LTDA - ME,- BR,0,1,"4 hours, 56 minutes"
465,AS268307,AS268307 GILBERTO MORALES INFORMATICA-ME,- BR,0,20,"4 hours, 56 minutes"
466,AS5639,AS5639 Telecommunication Services of Trinid ... ,- TT,0,1,"4 hours, 58 minutes"
467,AS265317,AS265317 TRIXNET SERVICOS DE TELEINFORMATICA ... ,- BR,0,12,"4 hours, 59 minutes"
468,AS47526,AS47526 BELOUS-AS,- EE,0,1,"5 hours, 0 minutes"
469,AS47353,AS47353 UPPROVIDER,- IT,0,1,"5 hours, 1 minutes"
470,AS9797,AS9797 NEXONASIAPACIFIC-AS-AP Nexon Asia Pa ... ,- AU,0,2,"5 hours, 1 minutes"
471,AS8248,AS8248 GR-EDUNET,- GR,0,1,"5 hours, 2 minutes"
472,AS36483,AS36483 GOSSAMERTHREADS,- CA,0,1,"5 hours, 3 minutes"
473,AS201660,AS201660 JETSERVER-LTD,- IL,0,1,"5 hours, 4 minutes"
474,AS133300,AS133300 SOIBAM-AS Soibam Technology Private ... ,- IN,0,1,"5 hours, 4 minutes"
475,AS199494,AS199494 ETTH-AS Bursztynowa 2B,- PL,0,2,"5 hours, 6 minutes"
476,AS55341,AS55341 ORANGEINFOCOM-IN-IN 51/A RACHNA MIDA ... ,- IN,0,2,"5 hours, 6 minutes"
477,AS45232,AS45232 SISPL-AS-AP Spacenet Internet Servic ... ,- IN,0,2,"5 hours, 6 minutes"
478,AS52578,AS52578 Pw Access Telecomunicacoes Ltda,- BR,0,24,"5 hours, 8 minutes"
479,AS139900,AS139900 RELIANCE-CABLE-AS-AP RELIANCE CATV A ... ,- PH,0,1,"5 hours, 9 minutes"
480,AS34714,AS34714 OPTICNET,- RO,0,2,"5 hours, 10 minutes"
481,AS60165,AS60165 DIALOG-AS,- RU,0,1,"5 hours, 11 minutes"
482,AS42863,AS42863 MEO-MOVEL,- PT,0,3,"5 hours, 11 minutes"
483,AS135244,AS135244 KNET-AS Kedia Internet Private Limit ... ,- IN,0,1,"5 hours, 11 minutes"
484,AS13118,AS13118 ASN-YARTELECOM PJSC Rostelecom,- RU,0,12,"5 hours, 11 minutes"
485,AS59504,AS59504 Hosting vpsville.ru,- RU,0,114,"5 hours, 12 minutes"
486,AS52148,AS52148 RACKSRV,- GB,0,1,"5 hours, 12 minutes"
487,AS328278,AS328278 WiberSolutions-AS,- ZA,0,2,"5 hours, 13 minutes"
488,AS31514,AS31514 INF-NET-AS,- RU,0,1,"5 hours, 13 minutes"
489,AS37546,AS37546 MIA-TELECOMs,- ZA,0,1,"5 hours, 16 minutes"
490,AS30962,AS30962 COMTRANCE-AS,- DE,0,3'452,"5 hours, 19 minutes"
491,AS36903,AS36903 MT-MPLS,- MA,1,41,"5 hours, 23 minutes"
492,AS201086,AS201086 SERVERPLUS,- TR,0,1,"5 hours, 23 minutes"
493,AS56610,AS56610 GLOBAL-UA-AS,- UA,0,1,"5 hours, 24 minutes"
494,AS200845,AS200845 ESWIKIKER AVATEL TELECOM,- ES,0,4,"5 hours, 24 minutes"
495,AS40867,AS40867 NETFLASH,- CA,0,1,"5 hours, 25 minutes"
496,AS58613,AS58613 BONNTECH-AS-AP Bonntech Business Sol ... ,- AU,0,2,"5 hours, 27 minutes"
497,AS40464,AS40464 ECLIPSENET,- US,0,1,"5 hours, 29 minutes"
498,AS23576,AS23576 NHN-AS-KR NBP,- KR,0,2,"5 hours, 29 minutes"
499,AS4637,AS4637 ASN-TELSTRA-GLOBAL Telstra Global,- HK,0,1,"5 hours, 31 minutes"
500,AS59500,AS59500 LINEVPS-AS,- UA,0,1,"5 hours, 32 minutes"
501,AS263099,AS263099 STIW Sistema de Telecom. Inf e Wirel ... ,- BR,0,3,"5 hours, 32 minutes"
502,AS136706,AS136706 DHANAM-AS Dhanam Internet Services I ... ,- IN,0,1,"5 hours, 32 minutes"
503,AS11831,AS11831 ESECUREDATA,- CA,0,5,"5 hours, 34 minutes"
504,AS26729,AS26729 MW-NET-AS,- US,0,1,"5 hours, 37 minutes"
505,AS29243,AS29243 MMD-AS Kauppakatu 3 A 4,- FI,0,2,"5 hours, 38 minutes"
506,AS25575,AS25575 DOMAINTECHNIK,- AT,0,1,"5 hours, 40 minutes"
507,AS19373,"AS19373 Triara.com, S.A. de C.V.",- MX,0,1,"5 hours, 42 minutes"
508,AS61918,AS61918 RALUEL COMERCIO LTDA ME,- BR,0,13,"5 hours, 43 minutes"
509,AS25054,AS25054 ACO-AS,- DE,0,8,"5 hours, 44 minutes"
510,AS44798,AS44798 PERVOMAYSK-AS,- UA,0,1,"5 hours, 46 minutes"
511,AS264353,AS264353 Catalao Bandnet Servicos Multimidia ... ,- BR,0,1,"5 hours, 46 minutes"
512,AS262401,AS262401 GSTN DO BRASIL LTDA,- BR,0,2,"5 hours, 46 minutes"
513,AS132568,AS132568 INFINET-AS Infinet Communictions,- IN,0,10,"5 hours, 46 minutes"
514,AS199513,AS199513 UVT-AS,- RO,0,1,"5 hours, 48 minutes"
515,AS57096,AS57096 GAT-AS,- KG,0,1,"5 hours, 50 minutes"
516,AS14935,AS14935 MONTICELLO,- US,0,1,"5 hours, 50 minutes"
517,AS52939,AS52939 Minas Turbo Provedor de Internet,- BR,0,1,"5 hours, 50 minutes"
518,AS50986,AS50986 EXCELLENT-HOSTING,- SE,0,2,"5 hours, 50 minutes"
519,AS45694,AS45694 VOL-AS-AP VOL Broadband,- IN,0,1,"5 hours, 53 minutes"
520,AS8697,AS8697 JTC-AS8697 Jordan Telecom Group ( JT ... ,- JO,0,1,"5 hours, 54 minutes"
521,AS20895,AS20895 UGTEL Granting of services Intellige ... ,- RU,0,3,"5 hours, 55 minutes"
522,AS136654,AS136654 KRISHNAB-AS-IN Krishna Broadband,- IN,0,3,"5 hours, 55 minutes"
523,AS266284,AS266284 ADAO DA SILVA NORTE-TEL TELECOMUNICA ... ,- BR,0,7,"5 hours, 56 minutes"
524,AS207709,AS207709 HIZHOSTING,- TR,0,1,"5 hours, 59 minutes"
525,AS34467,AS34467 SOTCOM-AS,- RU,0,1,"5 hours, 59 minutes"
526,AS21949,AS21949 BEANFIELD,- CA,0,1,"6 hours, 1 minutes"
527,AS47,AS47 USC-AS,- US,0,1,"6 hours, 1 minutes"
528,AS208440,AS208440 GMHOST-,- EE,0,15,"6 hours, 1 minutes"
529,AS262750,AS262750 Byal Telecom Ltda,- BR,0,36,"6 hours, 2 minutes"
530,AS210250,AS210250 WPX,- US,0,5,"6 hours, 3 minutes"
531,AS48254,AS48254 TWENTYI,- GB,0,16,"6 hours, 4 minutes"
532,AS199558,AS199558 MEDPA-AS,- LV,0,3,"6 hours, 6 minutes"
533,AS50574,AS50574 SOLARIS-AS,- UA,0,1,"6 hours, 7 minutes"
534,AS44821,AS44821 ONEOP,- FR,0,1,"6 hours, 7 minutes"
535,AS206566,AS206566 SAVANA,- CZ,0,6,"6 hours, 9 minutes"
536,AS4613,AS4613 MOS-NP Mercantile Office Systems,- NP,0,1,"6 hours, 14 minutes"
537,AS135686,AS135686 NAVYUG-AS-IN Navyug Networks Info Pr ... ,- IN,0,3,"6 hours, 16 minutes"
538,AS135818,AS135818 GTNCPL-AS Green Tech Net Com Pvt Ltd ... ,- IN,0,1,"6 hours, 16 minutes"
539,AS60558,AS60558 SECUREDSERVERS-,- NL,0,10,"6 hours, 17 minutes"
540,AS48011,AS48011 DIGITURUNC,- RO,0,1,"6 hours, 18 minutes"
541,AS266144,AS266144 Rosana Ferreira da Silva Multimidia ... ,- BR,0,1,"6 hours, 19 minutes"
542,AS205930,AS205930 VIRTUAALCOM,- EE,0,2,"6 hours, 19 minutes"
543,AS22667,AS22667 VISTA,- US,1,1,"6 hours, 21 minutes"
544,AS25447,"AS25447 JM-DATA Hackl-Str. 1, Object 2",- AT,0,1,"6 hours, 22 minutes"
545,AS58558,AS58558 IDNIC-WIJAYASOLUSINDO-AS-ID PT Jagat ... ,- ID,0,1,"6 hours, 23 minutes"
546,AS133278,AS133278 ENETSOLS-AS-IN Dehradun Enet Solutio ... ,- IN,0,1,"6 hours, 26 minutes"
547,AS209974,AS209974 ITGLOBAL,- RU,0,2,"6 hours, 26 minutes"
548,AS54412,AS54412 RCC-GRANITE-1,- CA,0,1,"6 hours, 28 minutes"
549,AS137085,AS137085 ANI89-AS-IN Ani Broadband Service Pv ... ,- IN,0,3,"6 hours, 29 minutes"
550,AS198102,AS198102 XSTREAM,- IT,0,3,"6 hours, 29 minutes"
551,AS140166,AS140166 RYTHM-AS-IN Rythym Broadband Pvt Ltd ... ,- IN,0,4,"6 hours, 30 minutes"
552,AS6730,AS6730 SUNRISE,- CH,0,1,"6 hours, 30 minutes"
553,AS57010,AS57010 CLODO-AS,- RU,0,1,"6 hours, 31 minutes"
554,AS201520,AS201520 DEDICATEDTELECOM,- TR,0,7,"6 hours, 32 minutes"
555,AS137131,AS137131 DNET-AS-IN Dnet E Solutions Pvt Ltd,- IN,0,27,"6 hours, 32 minutes"
556,AS200740,AS200740 FIRST-SERVER-EU-AS,- RU,0,15,"6 hours, 33 minutes"
557,AS59892,"AS59892 IT-ECOSERV-AS Frunzisului, nr. 34",- RO,0,1,"6 hours, 34 minutes"
558,AS393886,AS393886 LEASEWEB-USA-MIA-11,- US,0,18,"6 hours, 34 minutes"
559,AS263882,AS263882 ALDEIR TRIGUEIRO DA COSTA - ME,- BR,0,1,"6 hours, 36 minutes"
560,AS198921,AS198921 UNIXSTORM-AS,- PL,0,5,"6 hours, 38 minutes"
561,AS41727,AS41727 ERTH-KIROV-AS,- RU,0,2,"6 hours, 39 minutes"
562,AS15348,AS15348 TUCOWS,- CA,0,1,"6 hours, 39 minutes"
563,AS198197,AS198197 NETRIX-LUB-PL-AS,- PL,0,6,"6 hours, 40 minutes"
564,AS267413,AS267413 C B DA SILVA TELECOMUNICACOES - ME,- BR,0,3,"6 hours, 41 minutes"
565,AS36947,AS36947 ALGTEL-AS,- DZ,1,32,"6 hours, 44 minutes"
566,AS201178,AS201178 ASEURONET,- TR,0,1,"6 hours, 47 minutes"
567,AS51717,AS51717 MUCHA-AS,- PL,0,1,"6 hours, 50 minutes"
568,AS15623,AS15623 CYBERLINK Cyberlink AG,- CH,0,1,"6 hours, 50 minutes"
569,AS10112,AS10112 VALUEHOSTED-AS THE VALUE HOSTED (PVT ... ,- US,0,1,"6 hours, 51 minutes"
570,AS268902,AS268902 DANIEL CARVALHO DE OLIVEIRA SILVA ME ... ,- BR,0,46,"6 hours, 53 minutes"
571,AS263137,AS263137 YUNE INFORMATICA LTDA,- BR,0,210,"6 hours, 54 minutes"
572,AS54527,AS54527 ASTUTEHOSTING,- CA,0,2,"6 hours, 56 minutes"
573,AS394277,AS394277 ASTRAL-INTERNET,- CA,0,1,"6 hours, 57 minutes"
574,AS34705,AS34705 SYDFYN,- DK,0,1,"6 hours, 59 minutes"
575,AS21826,AS21826 Corporacion Telemic C.A.,- VE,0,4,"7 hours, 1 minutes"
576,AS19117,AS19117 HEAVYCOMPUTING,- CA,0,1,"7 hours, 2 minutes"
577,AS267248,AS267248 AIPEER TELECOMUNICACOES,- BR,0,2,"7 hours, 4 minutes"
578,AS138115,AS138115 IDNIC-DENEVA-AS-ID PT Deneva,- ID,0,1,"7 hours, 5 minutes"
579,AS15419,AS15419 LRTC-AS,- LT,1,1,"7 hours, 6 minutes"
580,AS135866,AS135866 LUCKYAIR-AS Lucky Airnet Pvt Ltd.,- IN,0,2,"7 hours, 6 minutes"
581,AS46634,AS46634 NET10-NET,- US,0,1,"7 hours, 7 minutes"
582,AS45037,AS45037 HISPAWEB-NETWORK,- ES,0,1,"7 hours, 8 minutes"
583,AS59376,AS59376 EXPEED-AS-AP Expeed Technology Pty L ... ,- AU,0,1,"7 hours, 8 minutes"
584,AS50178,AS50178 LIMITIS-AS,- IT,0,2,"7 hours, 10 minutes"
